버스정류장ARS번호,승하차총승객수,X좌표,Y좌표
2214,326,127.0182878,37.5598546
22140,1021,127.0092871,37.48861741
22141,654,127.0105605,37.48549832
22142,1022,127.0091105,37.48855577
22143,851,127.0117198,37.48315521
22144,655,127.0119717,37.48318784
22145,848,127.012734,37.4816391
22146,1813,127.0085568,37.48354401
22147,1821,127.0087823,37.48346218
22148,1143,127.0050175,37.48287296
22149,1227,127.005553,37.48283169
2215,144,126.9801102,37.5556147
22150,162,127.0047616,37.48191615
22151,135,127.0107815,37.47942885
22152,916,127.0108317,37.47966234
22153,214,127.0169147,37.48185234
22154,167,127.0175441,37.48186117
22156,1739,127.0142415,37.48465728
22157,3766,127.0154564,37.48476839
22158,285,127.0147509,37.48739871
22159,227,127.0133631,37.48800647
22160,539,127.012948,37.48779638
22161,593,127.013968,37.49183999
22162,413,127.0196772,37.50310822
22163,267,127.0221156,37.50118109
22164,715,127.0221001,37.50145557
22165,471,127.0237379,37.49773373
22166,462,127.0239501,37.49754139
22167,1461,127.0266305,37.49773261
22168,197,127.0228061,37.49651673
22169,290,127.0196603,37.49554491
22170,642,127.015879,37.49438915
22171,583,127.01316,37.49627195
22172,3316,127.025122,37.50287594
22173,1621,127.0264252,37.50011553
22174,936,127.0100577,37.51652001
22175,741,127.0138276,37.5195473
22176,732,127.0144289,37.51999528
22177,339,127.015498,37.51970316
22178,324,127.0155146,37.51994036
22179,269,127.0144127,37.51679059
2218,514,126.9736348,37.55381915
22180,249,127.014474,37.51712271
22181,332,127.0131925,37.51554876
22182,310,127.0128629,37.51562931
22183,3155,127.0192933,37.51049952
22185,1350,127.0197132,37.51505363
22186,558,127.0192263,37.51673207
2219,5534,126.9762193,37.56037765
22190,3117,127.0196567,37.51047358
22191,1334,127.0220696,37.50914456
22192,750,127.0233711,37.50648678
22193,623,127.023835,37.50439506
22194,970,127.020382,37.50340675
22195,378,127.0140485,37.50473497
22196,424,127.0154369,37.50404851
22197,1156,127.0122739,37.49988507
22199,1112,127.011525,37.50277886
2220,72,126.9838859,37.55528501
22200,631,126.9953354,37.50267058
22203,190,126.9906076,37.49830299
22204,853,127.0100772,37.51673713
22205,708,127.0069218,37.51368173
22206,883,127.0069296,37.51349354
22207,1796,127.0078725,37.50924761
22208,1319,127.0079277,37.50945099
2221,55,126.987406,37.55862038
22211,306,127.0094438,37.50629479
22212,1376,127.0012883,37.50440784
22213,334,127.0062506,37.50330978
22214,1392,127.0039508,37.50076372
22215,557,127.00555,37.50288199
22217,285,126.9910942,37.49786652
22218,1155,127.0117073,37.50172062
2222,437,127.005433,37.55811924
22220,1153,127.0030561,37.50539877
22221,1070,126.9877512,37.49680497
22222,1485,126.9902861,37.49305197
22223,964,126.9882455,37.49631312
22224,1197,126.9898911,37.49339821
22225,2362,126.984314,37.498224
22227,708,126.9851855,37.49727077
22228,575,127.0017235,37.48223736
22229,1355,126.9964099,37.48339621
2223,333,127.009201,37.55636809
22230,1166,126.9942653,37.48672753
22231,1844,126.9941608,37.4866505
22232,877,126.9962225,37.48348007
22233,1991,126.9966259,37.48126723
22234,531,126.9862074,37.4766992
22235,363,126.9890955,37.47864179
22236,476,126.9933627,37.48020993
22237,268,126.9930644,37.48091563
22238,152,126.9910402,37.48407122
2224,107,126.9836589,37.56858678
22241,1835,126.9818669,37.47888124
22242,367,126.9820336,37.47442903
22244,464,127.0006235,37.47698042
22245,167,127.0003801,37.47708893
22246,274,126.9986553,37.47999829
22247,162,126.9985537,37.47985958
22248,1483,127.0018489,37.48213158
22249,1291,126.9965518,37.48109712
2225,172,126.9885302,37.568
22250,447,126.994236,37.48034672
22251,761,126.9885907,37.47824114
22252,383,126.9862634,37.4763592
22253,1001,127.0060734,37.47729045
22254,126,127.0008963,37.47481306
22255,92,126.9946257,37.47371366
22256,263,126.9905678,37.4746325
22257,558,126.9870922,37.47560783
22258,263,126.9868156,37.47549996
22259,129,126.9907066,37.47439951
2226,61,126.9971441,37.56867761
22260,171,126.9969045,37.4734548
22261,209,127.0015678,37.47490877
22262,580,127.0065428,37.47729451
22263,222,126.98693,37.49105794
22264,221,126.9892561,37.48685892
22267,351,127.0131,37.48057
22268,676,126.9919194,37.49044839
22269,682,126.9916348,37.49063005
2227,132,127.0006386,37.56925042
22270,2667,127.0373914,37.48490006
22271,960,127.0421251,37.4833296
22272,819,127.0411792,37.48013767
22273,733,127.0355874,37.47618353
22274,313,127.0360524,37.47641114
22275,353,127.0319393,37.47457095
22276,379,127.0330257,37.47485987
22277,136,127.0279842,37.47235218
22278,532,127.0279833,37.47215479
22279,1596,127.0255938,37.47080292
2228,104,127.0044818,37.569498
22280,1864,127.0258272,37.47075244
22281,262,127.0279296,37.4674662
22282,111,127.028102,37.46755
22283,1423,127.0262057,37.46533909
22284,228,127.0250805,37.46537344
22285,466,127.0179374,37.45900235
22286,625,127.0176784,37.45864917
22287,287,127.0127168,37.45747754
22288,646,127.0142815,37.45741948
22289,8571,127.0349993,37.483382
2229,653,127.0138488,37.56962628
22290,2027,127.035321,37.483395
22291,1429,127.0382491,37.47886958
22292,749,127.0383697,37.47943613
22293,4171,127.0392083,37.46949997
22294,1455,127.038365,37.473713
22295,1367,127.0386338,37.4732828
22296,223,127.038469,37.47082408
22297,337,127.0386778,37.47116622
22298,3037,127.039557,37.468533
22299,690,127.0352832,37.46044966
2230,354,127.018747,37.57074699
22300,386,127.035175,37.46022806
22301,1698,127.0446172,37.4639685
22302,2055,127.045401,37.463517
22303,171,127.0493483,37.47037049
22304,399,127.0483894,37.47375739
22305,437,127.0501694,37.47212027
22306,1322,127.0453802,37.47663728
22307,693,127.0458014,37.4720799
22308,438,127.0410262,37.46949822
22309,687,127.0416463,37.47000522
22310,35,127.0463635,37.46056767
22311,63,127.046547,37.46042221
22312,28,127.0476502,37.45745522
22313,16,127.048308,37.45699692
22314,41,127.050715,37.45429389
22315,30,127.0507602,37.45446543
22316,110,127.0512463,37.45328338
22317,66,127.0513711,37.45330406
22318,151,127.057735,37.44446506
22319,167,127.0576299,37.4448807
22320,49,127.0632448,37.43732457
22321,22,127.0638928,37.43685704
22322,55,127.0658214,37.43484442
22323,58,127.0660472,37.43479359
22324,563,127.0707719,37.43077966
22325,198,127.0489854,37.46166565
22326,464,127.0490286,37.46181149
22327,246,127.0565126,37.45849195
22328,98,127.0546666,37.45943433
22329,594,127.0639663,37.45546807
2233,592,126.9757104,37.56116507
22330,692,127.0623339,37.45620139
22331,340,127.0704494,37.45699896
22332,385,127.071817,37.45760454
22333,98,127.0794518,37.4598669
22334,161,127.0827095,37.46106371
22335,90,127.0846902,37.46155315
22336,135,127.0914111,37.46372113
22337,144,127.0893535,37.46320952
22338,299,126.9925999,37.49825197
22339,1371,127.0267962,37.49762415
22340,554,126.9905196,37.47464694
22343,5,127.0868844,37.45972936
22344,59,126.9947345,37.48808193
22345,2275,127.0146976,37.49387978
22347,816,127.016667,37.4579365
22348,1438,127.0278937,37.4969872
2235,319,127.0091615,37.56552088
22350,48,127.0603401,37.78159351
22351,57,127.0491735,37.4617508
22352,19,127.0566171,37.45844838
22353,22,127.054735,37.45940572
22355,108,127.0624258,37.45616301
2236,909,127.0060182,37.54784044
22363,437,126.9827262,37.47630849
22364,137,126.9858179,37.49507672
22365,299,126.9831344,37.49084727
22367,185,127.0471527,37.46852722
22368,1444,127.0177863,37.48522033
22369,28,127.046962,37.46847949
2237,1019,127.0057824,37.54769596
22372,173,127.0216787,37.46350689
22376,1209,127.0177867,37.48534796
22378,681,127.0442313,37.46637597
22379,1210,127.0080245,37.49084731
22380,217,126.9903055,37.49831518
22381,428,126.9996164,37.50762076
22382,464,127.000223,37.50689335
22383,3,127.0901333,37.4615396
22384,658,127.0366805,37.46201686
22385,564,126.9844295,37.48563375
22386,201,126.9867079,37.48588003
22387,337,126.9902492,37.48660835
22389,1198,126.9940608,37.48680133
22390,238,126.9948928,37.48574395
22391,789,126.9926506,37.4874608
22392,418,126.988853,37.48629366
22393,536,126.9847861,37.48577786
22394,402,126.9982092,37.48150813
22395,394,126.9973934,37.48190164
22396,89,126.9803304,37.50575377
22397,73,126.98057,37.50577112
22398,574,127.0599311,37.4572143
22399,862,127.0602651,37.45691011
2240,57,126.9937855,37.56836118
22400,187,127.0184579,37.49503888
22401,488,127.0542118,37.44862052
22402,191,127.0535601,37.44942362
22403,246,127.0557865,37.44729572
22404,212,126.9975825,37.51210298
22405,152,126.9984501,37.51088677
2241,308,127.009025,37.56960868
22416,20,127.0386297,37.47308527
22417,643,126.9924508,37.47411871
22418,215,126.986218,37.49366803
22419,263,127.0155177,37.48477868
2242,214,126.9932423,37.56167918
22420,351,126.9880597,37.49809735
22421,16,127.0891355,37.46313935
22422,536,127.0351133,37.46344498
22423,266,126.995076,37.48525148
22424,1606,127.0238782,37.46333629
22427,1272,127.0383486,37.47950391
22429,398,126.9907798,37.47457301
22430,229,126.9841607,37.48560432
22431,598,126.9888913,37.49221547
22432,191,127.0175898,37.4851785
22433,268,126.9916891,37.49785585
22434,1,127.0825991,37.46102752
22435,139,127.0341232,37.46534412
22436,424,126.9962492,37.48343664
22437,204,127.0207951,37.49221257
22439,646,127.0422642,37.48328105
22440,4056,127.0350604,37.48365718
22442,67,126.9862455,37.47630827
22443,70,126.9864443,37.48585195
22445,248,126.9912013,37.49313359
22446,123,127.0209613,37.48616473
22447,285,126.993379,37.49794821
22448,125,127.0807463,37.45553456
22449,27,127.0340074,37.468237
22450,3373,126.998443,37.48153473
22451,280,127.0208382,37.49042696
22452,506,127.0120146,37.50094051
22455,79,126.9893577,37.48633277
22456,251,126.9905979,37.49227058
22457,91,126.9889053,37.49525971
22458,157,126.9936045,37.49372447
22459,78,127.0234695,37.48696066
2246,2707,126.9826166,37.56755438
22460,246,126.9955029,37.49856383
22461,23,127.0816834,37.4586099
22462,7,127.0324119,37.46991487
22464,92,126.982671,37.477089
22466,236,127.0124543,37.50273708
22468,162,127.0290975,37.48668352
22471,52,126.9903726,37.48511383
22473,53,126.9873768,37.49760255
22474,252,126.9958473,37.4940362
22475,114,127.0262997,37.48783968
22476,452,126.9953793,37.50263929
22478,47,127.0307875,37.47162907
22479,921,127.0046458,37.48215661
22480,10,127.0140206,37.50240543
22486,227,126.9909637,37.47927524
22487,111,126.99101,37.48411825
22488,277,126.9924232,37.48937563
22489,365,126.9980919,37.49538969
22491,72,127.0003806,37.50461922
22493,909,127.0327908,37.47477858
22494,544,127.0056558,37.48003819
22496,44,127.0145893,37.50213358
22497,34,127.0158198,37.50162521
22499,194,127.0321697,37.48802013
22500,167,127.0280572,37.46748578
22501,333,126.9934297,37.48008758
22502,116,126.9917829,37.48291057
22503,289,126.9982386,37.4962279
22504,247,127.0591759,37.45538849
22505,657,127.0032182,37.50544757
22506,287,127.0597064,37.4553828
22507,691,127.0359931,37.47636888
22508,884,127.0064916,37.47828578
22510,58,127.0161919,37.50135616
22512,162,127.0614188,37.45428027
22513,698,127.025389,37.49162068
22515,285,127.0268444,37.46931271
22516,413,126.9966477,37.4811283
22517,92,126.9924557,37.48185977
22518,352,126.9983651,37.49790039
22519,187,127.0616063,37.4544632
2252,941,127.0263049,37.5649352
22520,207,127.0068289,37.50656992
22521,138,127.0634204,37.45436376
22523,37,126.9896418,37.47708307
22525,23,127.0170378,37.50099434
22526,269,127.0642848,37.45462988
22528,39,127.0377532,37.46931938
2253,801,126.9823844,37.56453883
22530,90,126.9941518,37.48031901
22531,183,126.9984091,37.49917303
22532,1868,127.0265568,37.49770903
22533,239,127.0094795,37.50622629
22535,338,127.0030234,37.47582328
22536,60,126.9892633,37.47632657
22537,80,126.9874673,37.48254178
22538,124,127.0180344,37.50064345
22539,74,127.0100307,37.50559375
2254,121,126.9988082,37.55069541
22540,87,127.0184907,37.4895452
22541,28,127.0383584,37.47291036
22543,349,126.9984241,37.49997835
22544,238,127.0000257,37.50061052
22546,934,127.0116748,37.50185359
22547,21,127.055934,37.45256613
22548,429,127.0009305,37.47653133
22549,2,126.9868912,37.48347661
2255,550,127.0188187,37.55854303
22550,128,127.0187846,37.50037934
22551,230,127.008015,37.50928864
22552,146,127.0163947,37.48890917
22553,613,127.0374964,37.47745646
22554,54,127.0229163,37.4997253
22555,444,127.0120896,37.50015664
22556,1049,127.0457357,37.47199459
22557,240,126.999708,37.47835052
22558,5,126.9861644,37.48465775
22559,37,127.0203557,37.49742359
2256,185,127.0188856,37.55845685
22560,8,127.00951,37.51192983
22561,271,127.0130776,37.48792307
22562,590,126.9922051,37.4798279
22563,619,127.0040074,37.4994942
22565,136,127.0126025,37.49806206
22566,358,126.9980238,37.48094798
22567,51,127.0117164,37.5129696
2257,390,127.0235249,37.5668592
22570,233,126.9891713,37.47867895
22571,224,127.0045251,37.49795623
22572,175,127.020458,37.504381
22573,14,127.0555489,37.45230773
22574,1571,126.9972005,37.48219316
22575,134,126.9929113,37.47454216
22576,767,126.9828873,37.48554488
22577,243,127.0196357,37.51530627
22578,43,127.0178315,37.49543754
22579,392,127.0080559,37.49127231
2258,485,127.0239588,37.56453352
22581,121,127.0085899,37.47831974
22582,163,126.9880961,37.47812867
22583,142,127.0217384,37.50198276
22584,192,127.0419441,37.48098086
22585,540,127.0370105,37.47722593
22586,421,126.9948579,37.4857972
22587,2288,127.021527,37.510252
22589,2,127.0130493,37.51360132
2259,815,127.0241114,37.56155246
22591,134,127.0552806,37.44906728
22592,492,127.013496,37.4806956
22593,259,126.9868682,37.47743161
22594,59,127.0068325,37.51147449
22595,618,127.006517,37.49155305
22596,69,127.0224257,37.50051916
22598,76,127.0554112,37.44874132
22599,950,126.9942165,37.48680319
2260,279,127.0242474,37.56222856
22601,8,127.029738,37.47262395
22602,90,127.0300614,37.47055154
22604,863,127.0226231,37.46248005
22605,525,127.0146461,37.4575697
22607,367,127.0253699,37.4601382
22609,9,127.0582967,37.45124677
2261,255,127.024189,37.56428733
22613,19,127.0151999,37.45635887
22614,14,127.0594664,37.45358046
22615,19,127.019194,37.456285
22616,105,127.0228714,37.45796273
2262,72,126.9673852,37.56522592
22631,503,127.0235965,37.50602489
22654,142,127.0289856,37.49468552
22655,75,127.0240826,37.45945897
22656,138,127.0227583,37.45798232
22657,14,127.0173746,37.45608463
22667,2121,127.0252095,37.46476798
2269,62,126.9802378,37.5545554
22694,179,127.0145718,37.49406836
2272,329,127.0020488,37.56781113
2273,508,127.022163,37.571708
2274,337,127.0086314,37.56447743
22742,143,127.0058992,37.49565217
22743,740,127.0420829,37.48342154
2275,314,127.0094022,37.56446506
22759,109,127.0177694,37.48192739
2277,845,127.0233572,37.5709473
22774,162,127.022689,37.46589235
22776,216,126.9831137,37.47706254
22777,22,127.0301238,37.47048506
22779,282,127.0239328,37.46033777
2278,151,126.9793091,37.5613424
22785,19,127.0153001,37.45641032
2279,55,127.0145779,37.56796267
2280,139,127.0120087,37.56786145
22807,174,127.0052307,37.51206287
2281,2689,126.9687629,37.56782041
22819,14,126.989529,37.47825329
2282,569,126.9727847,37.5553185
22832,129,127.0045331,37.48926052
22835,815,127.032012,37.47459611
22836,553,126.9949939,37.48807001
22838,1786,127.0249422,37.50324888
2284,340,126.976653,37.55620386
22840,3,127.0115159,37.51293612
22841,2763,127.0454282,37.47658753
22842,231,127.021662,37.48272257
22843,48,127.0030088,37.50858055
22844,363,127.0040271,37.48620379
22845,69,127.0248549,37.49541808
22847,16,127.0306111,37.47168148
22848,91,126.9968192,37.48860096
22849,1310,126.9827358,37.47650103
2285,372,126.9766122,37.5566056
22850,667,127.026569,37.49980287
22852,9,127.0093463,37.51190999
22854,443,127.0305037,37.48397456
22855,795,127.0033421,37.5057468
22856,163,127.0042229,37.48306577
22858,11,127.0320862,37.47012586
22859,1984,127.0278812,37.49701244
2286,1934,126.9770031,37.56621596
22860,37,126.996461,37.50039559
22861,695,126.9962557,37.49938121
22862,997,127.0456725,37.4720362
22863,1248,127.032365,37.48423692
22864,66,126.9998548,37.50463178
22865,284,127.0018175,37.48225754
22866,84,127.0227218,37.49649075
22867,83,127.0343723,37.46772908
22868,192,126.9985479,37.48919876
22869,1020,127.0294803,37.49366364
22870,164,127.0067758,37.49149367
22871,470,127.0422487,37.47049586
22872,79,126.9970089,37.50395678
22873,582,126.9980266,37.48065623
22874,115,127.0276681,37.48940367
22875,165,127.019711,37.49562949
22876,222,127.0340191,37.46534497
22877,72,126.9970312,37.48875451
22878,1168,127.0307566,37.49095823
22879,1345,127.0078969,37.49111714
2288,49,127.002722,37.56018141
22880,191,127.041478,37.47243621
22883,81,126.9991879,37.47889896
22884,111,127.0265406,37.48805334
22885,414,127.0264184,37.49925537
22887,237,127.0303124,37.48921641
22889,218,127.0432953,37.47364929
2289,438,126.9922686,37.55741998
22890,216,127.0169997,37.48187604
22891,122,127.0003403,37.4771494
22892,76,127.0238598,37.48720399
22893,431,127.0361648,37.46235518
22894,145,127.0102265,37.48619157
22895,879,127.0140682,37.48104239
22897,1893,127.0136534,37.49416012
22899,309,127.0107264,37.47960889
22900,333,126.9929333,37.47401497
22901,167,127.0179388,37.48537946
22904,145,127.0073884,37.47793435
22906,121,126.9873957,37.49735209
22907,78,126.99267,37.47387
22908,265,127.0144161,37.48469042
22910,200,127.0196536,37.49034865
22911,45,127.0376391,37.46937835
22912,311,127.0066737,37.47811406
22913,136,126.9884202,37.49575506
22915,83,127.0167122,37.49162673
22916,399,127.0057881,37.47997968
22920,325,127.0394173,37.47828291
22922,174,127.0046592,37.48938589
22923,272,127.0049105,37.48182845
22924,748,126.9890027,37.49233164
22925,210,127.0409961,37.47977306
22926,7,127.0542431,37.45371948
22927,9,127.0544918,37.45402055
22928,297,126.9927571,37.48911269
22929,539,126.9872941,37.4916518
22930,166,127.0425654,37.48149371
22931,214,126.9919842,37.4903426
22932,145,126.9872029,37.48944118
22933,214,127.0080776,37.50723879
22934,196,126.9912295,37.4915455
22935,372,127.0128808,37.48777741
22936,685,127.0280446,37.4723874
22937,2977,126.9823182,37.48721975
22938,85,127.0121304,37.48232264
22939,26,127.0593917,37.45370579
22940,142,127.0162017,37.4887642
22942,214,126.9863116,37.4936224
22945,126,127.019231,37.48960936
22946,216,127.0267622,37.46921992
22947,138,126.9858365,37.49538221
22949,264,127.027897,37.46741933
22950,162,126.9853154,37.49732421
22956,462,126.9983274,37.49916396
22959,459,126.9982808,37.49792258
22961,162,127.0289868,37.48668277
22962,460,127.0178449,37.45896925
22963,348,126.998154,37.49628532
22966,310,126.9974513,37.49492781
22968,226,126.9957632,37.49407593
22969,61,127.0045847,37.48893018
22970,98,126.993531,37.49376764
22972,214,126.9911152,37.49316685
22973,178,127.050561,37.47175986
22975,182,126.9848837,37.48745523
22976,715,126.9872539,37.49156108
22977,274,126.996474,37.50036913
22979,440,126.9871009,37.47740893
22980,651,127.030607,37.48416185
22981,1417,126.9964838,37.48121887
22982,56,127.019703,37.49613599
22983,238,127.0062918,37.49448592
22984,287,127.0002022,37.47450085
22985,1291,127.0481394,37.47399115
22986,159,127.0268532,37.49116792
22987,305,127.004274,37.48320205
22989,4074,126.9818045,37.47784126
22990,1362,127.0012883,37.50440784
22992,681,127.0040265,37.485572
22993,1000,127.0040276,37.50033855
22994,434,127.012734,37.49800738
22996,269,127.0213172,37.49329123
23101,3286,127.0204417,37.52299569
23102,2833,127.0210868,37.52348668
23103,2183,127.0251671,37.52550414
23104,2053,127.024444,37.5252724
23105,3235,127.0283485,37.52615131
23106,1722,127.0281989,37.52309571
23107,1638,127.0258888,37.51887953
23108,3783,127.021868,37.517156
23109,547,127.0193255,37.51741999
23110,2824,127.02009,37.514719
23111,3316,127.0217703,37.5168778
23112,1877,127.0259391,37.51866441
23113,1959,127.0285622,37.5184082
23114,3006,127.0302458,37.51480707
23115,1411,127.0297132,37.51371991
23116,791,127.0234945,37.51179894
23117,1428,127.0224406,37.51134044
23118,2067,127.0300881,37.51369865
23119,1469,127.0323559,37.51027213
23120,362,127.0317185,37.50672595
23121,445,127.0261192,37.50507711
23122,1589,127.023986,37.505852
23123,1841,127.0218369,37.51027193
23124,1412,127.0307698,37.52039868
23125,1880,127.0348831,37.52168544
23126,1263,127.0380422,37.52267134
23127,2215,127.0407232,37.518485
23128,993,127.040089,37.51689253
23129,567,127.036104,37.51568226
23130,214,127.035466,37.517034
23131,315,127.0352148,37.51732697
23132,3441,127.0302709,37.51512743
23133,1621,127.0286786,37.51853637
23134,750,127.0364341,37.51565505
23135,595,127.0401994,37.51678711
23136,682,127.0427985,37.51303053
23137,557,127.0427538,37.5100127
23138,398,127.0403789,37.50930041
23139,841,127.036207,37.51122361
23140,447,127.0354299,37.51433648
23141,908,127.0352147,37.5135491
23142,693,127.0361459,37.51093155
23143,178,127.0376947,37.5085038
23144,212,127.0347231,37.50761522
23145,1593,127.033376,37.50844
23146,1187,127.031989,37.5114112
23147,270,127.034811,37.51529721
23148,4271,127.0305769,37.52844434
23149,5072,127.0310097,37.52847448
23150,1899,127.1047391,37.48457671
23151,1398,127.0306739,37.52060072
23152,469,127.0333763,37.52212842
23153,579,127.0332071,37.52673409
23154,676,127.0338028,37.53007813
23155,1682,127.0348378,37.52190091
23156,2561,127.0365188,37.52887293
23157,3303,127.0360981,37.52885099
23158,4040,127.0395277,37.52813746
23159,3749,127.0393076,37.5280591
23160,2716,127.0396184,37.52499163
23161,2773,127.0378595,37.52285815
23162,859,127.0333561,37.52277
23163,670,127.0333156,37.52566297
23164,811,127.0340115,37.52993047
23165,1107,127.0450602,37.52666225
23166,4299,127.0494492,37.52458315
23167,4191,127.0514193,37.52463363
23168,657,127.0557493,37.52269588
23169,1867,127.0564041,37.52083279
23170,1757,127.0564041,37.52083279
23171,1184,127.056698,37.52097906
23172,2007,127.0565165,37.52002279
23173,1981,127.0521193,37.51919735
23174,706,127.0499674,37.51948858
23175,857,127.0479689,37.52338222
23176,2536,127.0473904,37.51831422
23177,1403,127.0428409,37.51750335
23178,2918,127.0409445,37.51828467
23180,1430,127.044655,37.524013
23181,2719,127.0395189,37.52434187
23182,1694,127.0451104,37.52651764
23183,832,127.0479939,37.52300522
23184,297,127.0493648,37.52031056
23185,1094,127.0442635,37.52374883
23186,2794,127.0523142,37.51910104
23187,1798,127.0565011,37.51989657
23188,862,127.0577252,37.519113
23189,4759,127.0595929,37.51502307
23190,274,127.0590209,37.51412121
23191,233,127.0576014,37.51368627
23192,4953,127.0599463,37.51503593
23193,632,127.0623297,37.51452549
23194,307,127.0647314,37.51493123
23195,112,127.0655977,37.51251566
23196,2445,127.0659525,37.50976687
23197,4710,127.0625198,37.51033827
23198,2637,127.061235,37.51198819
23199,1927,127.0622365,37.51019192
23200,1193,127.0419166,37.51534181
23201,3080,127.0617469,37.50857596
23202,2006,127.0561922,37.50777932
23203,999,127.0547854,37.51037087
23204,709,127.0519259,37.51573973
23205,2148,127.0425829,37.51732938
23206,2150,127.047983,37.5183
23207,551,127.05082,37.517466
23208,465,127.052114,37.515003
23209,803,127.0546557,37.51024565
23210,905,127.0515589,37.51259851
23211,699,127.0517763,37.51248875
23212,435,127.0461658,37.5110321
23213,585,127.0464486,37.51094655
23214,2359,127.0484415,37.50577805
23215,1522,127.0441887,37.5096951
23216,839,127.0430162,37.51280242
23217,3329,127.0554672,37.50660252
23218,2101,127.0504609,37.50505126
23219,570,127.056555,37.49154129
23220,941,127.0550171,37.49186389
23221,722,127.0536715,37.49464279
23222,2667,127.054102,37.49652366
23223,3015,127.0594871,37.49833508
23224,2781,127.0612358,37.49796533
23225,1232,127.0621593,37.49629741
23226,2025,127.0615359,37.49380888
23227,887,127.0586311,37.49248886
23228,700,127.0564714,37.49128511
23229,851,127.0595212,37.49269902
23230,1094,127.0619663,37.49380617
23231,748,127.064132,37.49250405
23232,1271,127.0556251,37.49024553
23233,2355,127.0627366,37.49555227
23234,1498,127.061359,37.4980418
23235,565,127.0631948,37.49956997
23236,1272,127.0685143,37.49847488
23237,913,127.0670015,37.4957066
23238,831,127.0676623,37.49570335
23239,713,127.0642192,37.49276254
23240,1281,127.0691844,37.49801652
23241,181,127.0511052,37.50524819
23242,2537,127.0641116,37.50742457
23243,991,127.067123,37.50986528
23244,3239,127.0635395,37.50773087
23245,1044,127.0657711,37.50358222
23246,541,127.0638477,37.49997906
23247,1619,127.059741,37.50099637
23248,1546,127.0618406,37.5040754
23249,1667,127.0614992,37.50406915
23250,893,127.058666,37.503126
23251,1792,127.0615727,37.50828466
23252,1956,127.0520473,37.4980863
23253,1352,127.051101,37.50008887
23254,369,127.0517059,37.50079112
23255,481,127.0563109,37.50227648
23256,504,127.0567945,37.50252373
23257,329,127.0517732,37.50091161
23258,2261,127.0498623,37.50271346
23259,4326,127.0503251,37.50479339
23260,3243,127.055021,37.50624
23261,689,127.0582748,37.50344603
23262,1389,127.0591891,37.5016508
23263,3155,127.0598771,37.49865616
23264,1177,127.0567035,37.49758549
23265,1732,127.0539777,37.49668113
23266,253,127.025686,37.50478256
23267,117,127.0319302,37.50662925
23268,1077,127.0345601,37.50555464
23269,1605,127.0345,37.50605391
23270,379,127.0348192,37.50748582
23271,638,127.0389433,37.50804917
23272,416,127.0397676,37.50746945
23273,373,127.0406091,37.50918804
23274,84,127.0430366,37.50992661
23275,1949,127.0442529,37.50928289
23276,2269,127.0482359,37.50590508
23277,1979,127.0439701,37.50307719
23278,890,127.0418511,37.50471601
23279,830,127.0415738,37.50479142
23280,1933,127.0386737,37.50145654
23281,4070,127.036748,37.5013794
23282,3069,127.0364201,37.50169517
23283,1548,127.0351115,37.50037718
23284,2265,127.0298788,37.49875038
23285,2446,127.0268252,37.49989255
23286,2110,127.0256799,37.50232729
23287,3073,127.0290811,37.49827462
23288,1966,127.0337243,37.49970454
23289,1277,127.0380896,37.49818822
23290,1146,127.0419869,37.51550661
23291,2082,127.0387427,37.4917916
23292,447,127.0339849,37.49418122
23293,385,127.0341089,37.49432357
23294,1583,127.033618,37.49022135
23295,876,127.0304896,37.49214788
23296,821,127.0459062,37.49621982
23297,643,127.0457757,37.49600003
23298,538,127.0443275,37.49957199
23299,533,127.0439167,37.4999158
23300,929,127.0477203,37.49947373
23301,679,127.0473506,37.49944672
23302,1234,127.040226,37.49626919
23303,504,127.0408505,37.49668038
23304,1182,127.038488,37.49769283
23305,2149,127.0389365,37.50129938
23306,1690,127.0441325,37.50288924
23307,2309,127.0499279,37.50228127
23308,1916,127.051345,37.49926851
23309,1425,127.0523083,37.49722034
23310,2803,127.0514098,37.49581335
23311,2033,127.0477526,37.49460763
23312,2664,127.0418132,37.49275223
23313,1951,127.0397851,37.49492117
23314,2627,127.0389746,37.49169541
23315,1694,127.0423612,37.49271859
23316,861,127.0490211,37.4880596
23317,1435,127.0445829,37.48612816
23318,2209,127.0379877,37.48515886
23319,2362,127.0326347,37.48767259
23320,132,127.103707,37.48488229
23321,2212,127.0328243,37.4898571
23322,537,127.0421643,37.48350402
23323,2927,127.0449095,37.4860326
23324,647,127.0493405,37.48798402
23325,379,127.050304,37.48705174
23326,424,127.0505956,37.48694265
23327,1116,127.0520533,37.4892465
23329,658,127.0525143,37.48967059
23330,2039,127.0481388,37.49452703
23331,1499,127.0519042,37.49578964
23332,392,127.0535003,37.49477055
23333,332,127.0545908,37.492517
23334,369,127.0571626,37.48580045
23335,718,127.0585692,37.48417305
23336,969,127.0607012,37.48241082
23337,55,127.0619375,37.48140122
23338,281,127.0582127,37.47664723
23339,677,127.0540141,37.48075791
23340,629,127.0529226,37.48263323
23341,117,127.056812,37.48324015
23342,419,127.0570883,37.48609979
23343,442,127.058565,37.48431384
23344,1182,127.0606005,37.48261974
23345,1294,127.063554,37.48018272
23346,433,127.0640239,37.48375109
23347,209,127.0655367,37.4848572
23348,309,127.0659706,37.48524689
23349,233,127.0682915,37.48430916
23350,334,127.0690636,37.48360227
